1,AO,NAO,PNA,EPO,NINO34,NINO12,NINO3,NINO4
2009-04-04,-0.426,22.870,-109.690,-13.420,-0.1810354,0.9152266,0.1846614,-0.1904720
2009-04-05,-0.937,11.290,-43.240,-116.510,-0.1353234,0.7720866,0.1001028,-0.9897852E-01
2009-04-06,-0.863,17.230,29.140,-131.750,0.3242431E-02,0.6488262,0.1430072,-0.6616799E-01
2009-04-07,-0.337,53.390,62.730,-93.200,0.8096156E-01,0.2725456,0.1588940,-0.4122347E-01
2009-04-08,0.240,65.440,53.310,-19.150,0.8108931E-01,0.1194025,0.2151268,-0.2437305E-01
2009-04-09,0.743,60.640,39.520,46.330,0.2250333E-01,0.2068613,0.2361573,-0.4945747E-01
2009-04-10,1.071,73.710,34.050,104.540,-0.2488706E-01,0.3358229,0.1924668,-0.6274066E-01
2009-04-11,1.020,52.120,81.390,121.370,0.2666161E-01,0.5211354,0.1860228,-0.5558616E-01
2009-04-12,0.477,28.960,122.360,97.030,0.5974707E-01,0.5680335,0.1729835,-0.9628582E-01
2009-04-13,0.028,-47.060,66.170,41.040,0.8829851E-01,0.5486187,0.1943404,-0.1504203
2009-04-14,0.354,-97.020,45.090,-1.880,0.5892746E-01,0.5376050,0.2043417,-0.2189664
2009-04-15,0.616,-113.630,31.160,12.750,0.3919689E-01,0.5346088,0.1819060,-0.2443348
2009-04-16,0.164,-131.050,49.620,23.080,0.4693206E-01,0.4683700,0.1110850,-0.2032749
2009-04-17,-0.572,-115.130,36.460,16.200,0.5252874E-01,0.3983239,0.7797689E-01,-0.1895804
2009-04-18,-0.961,-64.250,-14.330,-5.740,0.5827858E-02,0.2526895,0.5683360E-01,-0.1690871
2009-04-19,-1.235,2.670,-28.940,-28.040,-0.1945017E-01,0.1713358,0.3922922E-01,-0.1370696
2009-04-20,-0.831,86.500,-33.730,-83.000,0.6764113E-02,0.1252026,0.4324516E-01,-0.1518368
2009-04-21,0.139,107.870,-41.430,-99.350,0.3818551E-01,0.4654550E-01,0.5436128E-01,-0.1398153
2009-04-22,0.368,74.900,-110.940,-106.590,-0.9208478E-02,0.5012871E-01,0.5943664E-01,-0.1823365
2009-04-23,0.250,55.510,-222.260,-127.930,-0.7245475E-01,0.3175901,0.6539163E-01,-0.1885729
2009-04-24,0.125,56.020,-373.430,-143.000,-0.1075889,0.5178400,0.8446607E-01,-0.1972137
2009-04-25,0.204,88.030,-387.190,-150.110,-0.1479857,0.5339594,0.1120344,-0.1605036
2009-04-26,0.282,121.320,-285.970,-187.530,-0.1511762,0.4576792,0.1124960,-0.1265049
2009-04-27,0.340,145.780,-269.560,-255.740,-0.8761913E-01,0.3748271,0.1102600,-0.6146229E-01
2009-04-28,0.074,166.940,-171.870,-278.480,0.2295019E-01,0.4209017,0.2336539,0.4435226E-01
2009-04-29,-0.343,180.090,20.050,-256.990,0.6261764E-01,0.5722023,0.3245612,0.7556888E-01
2009-04-30,-0.524,184.430,103.610,-237.830,0.1157664,0.6864675,0.4183881,0.6778445E-01
2009-05-01,-0.521,192.230,172.890,-196.530,0.9993453E-01,0.6863594,0.4756024,0.5040151E-01
2009-05-02,0.058,207.570,200.930,-115.830,0.5750740E-01,0.8556952,0.5116647,0.1114678E-01
2009-05-03,0.259,204.610,183.100,2.110,0.5760555E-01,1.027916,0.5437352,-0.7882527E-01
2009-05-04,-0.192,230.670,81.400,71.610,0.6397700E-01,1.049519,0.5611770,-0.1796721
2009-05-05,-1.249,262.170,-28.980,96.500,0.5630137E-01,0.9709145,0.5404775,-0.2944040
2009-05-06,-2.198,248.360,-41.760,76.770,0.3531257E-01,1.003769,0.5245732,-0.3775691
2009-05-07,-2.206,204.570,-28.290,28.330,0.2381509E-01,0.9878118,0.4905536,-0.4091083
2009-05-08,-1.607,170.500,-1.960,-27.630,0.1861067E-01,0.8967378,0.3879989,-0.3096609
2009-05-09,-1.477,134.850,-30.060,-51.770,0.8211163E-01,0.9277828,0.3540937,-0.1899668
2009-05-10,-1.355,127.880,-30.770,-24.790,0.7299911E-01,0.8631685,0.3689646,-0.1773550
2009-05-11,-0.764,126.530,-35.180,-15.210,0.1091952,0.7622508,0.4067875,-0.1224017
2009-05-12,-0.147,129.010,-81.450,13.820,0.1662132,0.6494195,0.4469022,-0.2874264E-01
2009-05-13,0.110,128.110,-115.700,44.290,0.3590751,0.6176521,0.5477494,0.4743464E-01
2009-05-14,-0.413,90.520,-165.120,68.070,0.3952889,0.6048325,0.5607945,0.5052004E-01
2009-05-15,-1.151,39.240,-133.260,19.820,0.3389583,0.6153400,0.5766362,0.9341770E-01
2009-05-16,-1.644,-21.840,-87.760,-29.380,0.3403341,0.6320052,0.5955295,0.2709039
2009-05-17,-2.015,-62.700,-75.050,-49.270,0.4485855,0.7162116,0.6285251,0.3554249
2009-05-18,-1.776,-74.590,-100.830,-50.440,0.4717555,0.7824801,0.6242924,0.3556831
2009-05-19,-0.758,-61.060,-153.630,7.630,0.4681786,0.8335376,0.5752706,0.3913029
2009-05-20,0.023,-3.380,-199.770,-3.230,0.4840206,0.9257720,0.5414397,0.4990308
2009-05-21,0.075,80.250,-173.010,-70.870,0.5130023,0.9326644,0.5425867,0.6219714
2009-05-22,0.316,130.090,-93.280,-81.850,0.5315976,0.8904290,0.5692640,0.6421987
2009-05-23,0.564,150.750,-74.780,-37.260,0.5420193,0.8084583,0.5997014,0.6120055
2009-05-24,-0.178,147.520,-59.690,-36.010,0.5234244,0.6898100,0.5978399,0.6266180
2009-05-25,-0.652,116.650,-30.160,-14.090,0.5291198,0.5877712,0.5787479,0.6766419
2009-05-26,-0.560,75.040,-60.550,4.130,0.5589033,0.4489976,0.5654066,0.6587042
2009-05-27,-0.711,55.280,-79.290,1.520,0.6401938,0.4153840,0.5865243,0.6304048
2009-05-28,-0.006,62.180,-47.880,-8.530,0.5904723,0.3778720,0.5824018,0.5485716
2009-05-29,-0.047,45.870,33.390,-13.060,0.5190507,0.3242989,0.5838876,0.3950287
2009-05-30,-0.591,-8.940,83.010,-33.010,0.3583210,0.2034798,0.5540400,0.2787775
2009-05-31,-1.169,-83.220,75.340,-105.530,0.1891248,0.1685819,0.4660059,0.1667546
2009-06-01,-1.075,-123.640,74.810,-174.270,0.1071244,0.1759364,0.3885311,0.4159511E-01
2009-06-02,-0.606,-137.690,46.940,-208.450,0.1355175,0.2079581,0.3724104,0.5385030E-01
2009-06-03,-0.142,-113.500,38.020,-228.060,0.2937330,0.1322583,0.4168359,0.9538945E-01
2009-06-04,0.140,-75.940,47.920,-200.860,0.3965515,0.4256826E-01,0.4805321,0.2295994E-01
2009-06-05,0.362,-56.840,11.140,-150.690,0.3997575,0.1636000,0.5121486,0.5254921E-01
2009-06-06,0.696,-44.040,-84.930,-121.410,0.3615446,0.4669490,0.5364066,0.7223802E-01
2009-06-07,0.593,-44.940,-71.540,-92.330,0.3154719,0.7069769,0.5600166,0.7723530E-02
2009-06-08,0.784,-64.530,-28.620,-75.390,0.2643692,0.9165342,0.5493785,-0.3400543E-02
2009-06-09,1.215,-69.630,-1.240,-105.960,0.2860433,0.9660881,0.6034666,-0.3502059E-02
2009-06-10,1.587,-48.440,37.340,-113.460,0.3469325,1.032280,0.6799865,0.8399692E-01
2009-06-11,1.819,-26.740,51.980,-77.210,0.4597479,1.255277,0.7900326,0.1574785
2009-06-12,1.507,-19.210,66.590,-48.840,0.5960301,1.276731,0.8814251,0.2470798
2009-06-13,0.947,4.680,100.680,-12.040,0.7098706,1.202062,0.9360179,0.3390160
2009-06-14,0.518,44.560,120.640,8.620,0.7108342,1.241761,0.9401078,0.3296272
2009-06-15,-0.363,70.160,131.280,21.340,0.6901082,1.325396,0.9917186,0.3499854
2009-06-16,-0.686,89.790,138.430,65.900,0.6798890,1.272950,1.014383,0.4715832
2009-06-17,-0.248,98.150,118.120,109.280,0.6900372,1.176862,1.024792,0.5176846
2009-06-18,0.021,82.970,80.120,150.050,0.7681229,1.132941,1.036179,0.6134602
2009-06-19,-0.355,29.800,4.630,158.250,0.8926964,1.102417,1.041879,0.6949128
2009-06-20,-0.455,13.770,-2.810,160.750,0.9426147,1.144877,1.079850,0.6560125
2009-06-21,-0.246,-15.900,22.460,134.910,0.8973268,1.119851,1.118082,0.5289881
2009-06-22,-0.391,-22.710,48.390,112.320,0.8128036,1.085357,1.128379,0.4744852
2009-06-23,-1.078,-16.130,62.750,121.050,0.8057729,0.9679031,1.142621,0.4009940
2009-06-24,-1.805,-13.640,36.240,129.410,0.9084234,0.9773035,1.180053,0.4599160
2009-06-25,-2.340,-51.770,37.760,138.610,0.9219533,0.9419311,1.182933,0.4990204
2009-06-26,-2.455,-114.920,26.950,136.510,0.8308058,0.9441223,1.103723,0.5257961
2009-06-27,-2.774,-154.380,7.410,127.460,0.8101406,0.9960455,1.082669,0.5294795
2009-06-28,-3.235,-169.730,-6.510,83.570,0.8141342,0.9567541,1.065387,0.4978431
2009-06-29,-3.011,-176.640,38.660,7.410,0.8985524,0.8139874,1.103408,0.5174454
2009-06-30,-2.594,-166.910,88.620,-51.830,0.8943512,0.7716500,1.104038,0.5191603
2009-07-01,-2.541,-109.630,109.490,-82.730,0.8523233,0.7863836,1.046896,0.5342626
2009-07-02,-2.489,-50.620,75.320,-100.480,0.8229451,0.8981009,0.9779450,0.5786153
2009-07-03,-2.089,-67.380,50.820,-101.100,0.8384987,0.9335389,0.9581897,0.5777178
2009-07-04,-1.514,-89.280,34.370,-79.550,0.7900217,0.9378734,0.9809287,0.5019950
2009-07-05,-1.708,-104.220,30.890,-78.800,0.7674851,0.9875700,1.018925,0.4650641
2009-07-06,-2.380,-119.410,36.840,-54.900,0.7401056,1.078649,1.049406,0.4704219
2009-07-07,-2.572,-115.110,22.680,-48.780,0.8281460,1.065919,1.074361,0.5740123
2009-07-08,-2.346,-94.180,-3.990,-51.410,0.8866501,1.102115,1.088067,0.6198893
2009-07-09,-2.093,-77.040,-58.920,-66.040,0.8541040,1.174089,1.116309,0.6022052
2009-07-10,-1.436,-75.980,-90.800,-109.100,0.7641832,1.316925,1.105528,0.5833070
2009-07-11,-1.806,-66.880,-70.980,-132.580,0.6495429,1.301366,1.084899,0.4955542
2009-07-12,-1.868,-80.150,-8.500,-119.880,0.5972107,1.245582,1.065674,0.4838774
2009-07-13,-1.222,-100.020,16.730,-89.900,0.5147483,1.189459,1.002257,0.4273413
2009-07-14,-0.762,-107.450,-28.870,-61.220,0.4767969,1.220286,0.9419091,0.4337598
2009-07-15,-0.462,-112.070,-82.890,-28.580,0.4535537,1.196408,0.9289951,0.4005725
2009-07-16,-0.191,-98.820,-68.660,-21.020,0.5101371,1.261304,0.9414116,0.3835012
2009-07-17,0.688,-78.140,21.640,-0.580,0.6003205,1.311188,0.9663041,0.4130165
2009-07-18,0.861,-63.800,82.230,36.800,0.6590496,1.303341,0.9645067,0.4932983
2009-07-19,0.151,-75.270,60.180,23.210,0.7307549,1.181463,0.9708623,0.5531303
2009-07-20,-0.171,-67.390,78.150,-3.370,0.7588572,1.060747,0.9840926,0.5414131
2009-07-21,-0.231,-68.160,103.530,46.620,0.7105088,0.9317050,0.9896472,0.4956771
2009-07-22,0.209,-60.490,109.660,106.600,0.7159271,0.8785210,0.9967777,0.5007816
2009-07-23,0.304,-29.420,104.370,73.250,0.7206289,0.8072271,1.007550,0.4903593
2009-07-24,-0.304,-0.640,134.960,34.490,0.7266484,0.6962167,1.010952,0.4497800
2009-07-25,-1.302,11.420,186.630,-15.800,0.6900391,0.7481265,0.9655825,0.4675992
2009-07-26,-1.621,17.850,211.490,-60.280,0.7266093,0.8988788,0.9563946,0.5261385
2009-07-27,-1.899,10.510,178.390,-99.530,0.6936638,0.9829607,0.9310219,0.5643446
2009-07-28,-2.003,32.540,130.850,-118.140,0.6766738,1.029205,0.9213101,0.5657588
2009-07-29,-1.793,70.730,105.750,-106.070,0.6782191,1.052256,0.9209238,0.5112603
2009-07-30,-1.435,75.760,97.540,-71.500,0.6893841,1.075704,0.8899694,0.4664491
2009-07-31,-0.941,69.530,85.270,-30.670,0.6747950,1.099681,0.8749597,0.4489611
2009-08-01,-0.870,87.700,76.890,-20.130,0.7230125,1.086348,0.8765620,0.4905188
2009-08-02,-0.726,71.360,75.330,-34.540,0.7493548,0.8752657,0.8692057,0.4768290
2009-08-03,-1.005,36.780,65.350,-59.940,0.7765674,0.8357524,0.8596068,0.5230238
2009-08-04,-1.467,13.470,77.400,-72.200,0.7567303,0.8321654,0.8283775,0.5394701
2009-08-05,-1.601,2.440,85.160,-43.320,0.7502953,0.7789653,0.8733791,0.5463856
2009-08-06,-0.906,26.420,32.150,2.340,0.7584357,0.7920340,0.9264008,0.5593338
2009-08-07,-0.227,45.530,-19.770,22.030,0.6997783,0.7235795,0.9476446,0.5837923
2009-08-08,0.053,32.030,-64.110,49.450,0.6502807,0.6306394,0.9584569,0.6143845
2009-08-09,0.395,26.790,-98.540,66.460,0.6750550,0.5874096,0.9537657,0.6055486
2009-08-10,0.827,29.970,-96.450,100.020,0.7616694,0.5555245,0.9478672,0.6778939
2009-08-11,0.199,22.760,-84.410,92.090,0.8025183,0.7468286,0.9531010,0.6846523
2009-08-12,-0.914,17.330,-94.850,53.440,0.8464307,0.8046736,0.9835196,0.7134740
2009-08-13,-1.566,39.560,-114.780,15.140,0.8595458,0.9536787,1.004171,0.6817639
2009-08-14,-2.030,54.330,-94.630,13.670,0.8652143,1.166203,1.034841,0.6560352
2009-08-15,-2.161,53.710,-47.680,17.150,0.8908437,1.233707,1.103886,0.7758909
2009-08-16,-1.931,56.890,-32.700,16.730,0.8987926,1.345358,1.151350,0.8105208
2009-08-17,-1.888,55.850,-61.640,13.980,0.8743031,1.378211,1.137107,0.8073057
2009-08-18,-1.320,55.640,-93.010,-6.920,0.8325347,1.370492,1.082554,0.7598817
2009-08-19,0.386,82.120,-59.830,-21.840,0.8136625,1.326104,1.036922,0.7152073
2009-08-20,0.705,105.560,4.890,-21.800,0.7911620,1.091513,0.9655195,0.7463530
2009-08-21,-0.089,115.870,51.580,3.060,0.7570517,0.9129785,0.8965539,0.7811697
2009-08-22,-0.467,113.800,45.790,19.550,0.7351993,0.8035777,0.8273690,0.7952650
2009-08-23,-0.360,102.490,10.450,35.850,0.7435926,0.6792746,0.7857727,0.8276739
2009-08-24,-0.077,101.140,-15.270,53.140,0.7509394,0.5816427,0.7700766,0.8687211
2009-08-25,-0.038,95.570,13.920,108.500,0.7822041,0.4675657,0.7927214,0.8468591
2009-08-26,-0.464,92.830,65.430,57.010,0.8300761,0.4318872,0.8227756,0.7826655
2009-08-27,-0.358,74.220,142.970,2.150,0.8833495,0.5670891,0.9146119,0.7366133
2009-08-28,0.038,45.390,221.120,20.190,0.8776245,0.6001469,0.9240374,0.7298402
2009-08-29,-0.149,44.140,168.850,11.670,0.8396221,0.9045405,0.9242339,0.7433302
2009-08-30,-0.824,61.000,96.060,-47.670,0.7645556,1.046384,0.8953555,0.7524567
2009-08-31,-1.732,77.120,15.160,-62.960,0.7205240,1.119322,0.8521020,0.7033666
2009-09-01,-2.081,119.860,42.570,-65.740,0.7153509,1.144877,0.8562459,0.6494343
2009-09-02,-1.907,160.730,123.360,-22.240,0.7650874,1.177566,0.8797842,0.6726733
2009-09-03,-1.294,151.750,164.010,43.170,0.8282656,1.257015,0.9451593,0.6891333
2009-09-04,-0.279,112.640,125.900,45.340,0.8057560,1.228684,0.9740433,0.6442211
2009-09-05,0.035,98.070,74.400,18.160,0.7754509,1.156434,0.9502145,0.6256152
2009-09-06,0.096,102.480,76.880,50.850,0.7651167,1.116826,0.9548179,0.5793946
2009-09-07,0.656,104.730,108.150,111.210,0.7398486,1.151741,0.9627480,0.5045478
2009-09-08,1.266,76.260,92.910,134.260,0.7737156,1.133203,1.009568,0.5473500
2009-09-09,1.468,-5.160,79.240,139.450,0.8907666,1.016235,1.061669,0.5557210
2009-09-10,1.578,-80.730,134.270,101.960,0.9361648,0.8939918,1.086454,0.5361685
2009-09-11,1.488,-113.530,129.450,64.710,0.8808641,0.8181345,0.9960724,0.5636477
2009-09-12,0.954,-146.170,132.820,52.380,0.8307920,0.8183082,0.8543605,0.6196572
2009-09-13,0.763,-102.060,195.110,97.000,0.7377160,0.8552923,0.8171096,0.5907936
2009-09-14,0.457,-69.470,208.470,57.020,0.7068362,0.7855816,0.8376306,0.6244918
2009-09-15,-0.096,-69.140,227.240,-5.670,0.7653426,0.7158852,0.9129522,0.5887945
2009-09-16,-0.493,-24.620,276.640,43.940,0.8374112,0.7185805,0.9372370,0.5385806
2009-09-17,-0.610,42.180,255.560,101.130,0.8484197,0.6982180,0.8936160,0.4987210
2009-09-18,-0.465,38.430,205.420,115.180,0.8423442,0.6003200,0.8827124,0.5279408
2009-09-19,-0.480,44.080,156.030,108.280,0.8440405,0.4635533,0.8858581,0.4973856
2009-09-20,-0.681,84.620,112.210,81.320,0.8396048,0.4261470,0.8543956,0.5043396
2009-09-21,-1.079,90.640,107.490,37.410,0.8153824,0.4715136,0.8077219,0.5030208
2009-09-22,-1.735,109.720,143.660,-24.470,0.8238929,0.5175822,0.7740670,0.5825599
2009-09-23,-2.414,106.320,198.760,-16.760,0.8450035,0.4585004,0.7847225,0.5854577
2009-09-24,-2.401,106.440,165.110,34.490,0.8447655,0.5133642,0.8571615,0.5046711
2009-09-25,-1.405,111.620,72.940,71.490,0.7890089,0.5201247,0.8556179,0.5100892
2009-09-26,-0.057,92.090,-74.160,72.670,0.7390723,0.4892709,0.8067671,0.5498782
2009-09-27,1.382,14.790,-167.080,6.470,0.6644983,0.4536319,0.7724473,0.5004864
2009-09-28,2.738,-103.500,-163.270,10.930,0.6017166,0.3177632,0.7103608,0.4929093
2009-09-29,2.539,-189.880,-98.710,60.440,0.5839991,0.1776165,0.6570641,0.5266548
2009-09-30,1.507,-223.830,-96.030,91.370,0.5580286,0.6934407E-01,0.5818601,0.5972440
2009-10-01,0.554,-221.550,-102.740,80.790,0.5346020,0.8760136E-01,0.5503018,0.6110322
2009-10-02,0.137,-190.330,-96.750,6.480,0.5800577,0.1257193,0.6068519,0.6426178
2009-10-03,-0.012,-120.580,-65.270,-68.110,0.6515112,0.1042810,0.6512973,0.7115768
2009-10-04,0.646,-69.260,-59.650,-129.790,0.7055206,0.1299334,0.6309118,0.7617441
2009-10-05,1.226,-53.130,-80.780,-167.240,0.7394179,0.9812415E-01,0.6284211,0.7753262
2009-10-06,1.791,-62.850,-73.640,-177.680,0.7492815,0.2790346E-01,0.6535875,0.8597167
2009-10-07,1.774,-47.280,-52.160,-193.540,0.7429447,-0.3345857,0.6977538,0.8964827
2009-10-08,1.146,-27.640,-24.570,-160.360,0.7394093,-0.4714496,0.6994134,0.9293188
2009-10-09,0.985,-18.940,-34.330,-177.050,0.7140369,-0.2834121,0.6694376,0.9261671
2009-10-10,0.347,-49.400,-47.960,-194.870,0.6864336,0.5389512E-01,0.6728397,0.9094080
2009-10-11,-0.791,-46.090,-96.290,-160.600,0.6728129,0.2369343,0.7196788,0.8744790
2009-10-12,-1.756,1.460,-154.250,-151.060,0.6755585,0.2549510,0.7236583,0.9106827
2009-10-13,-1.030,0.750,-98.350,-149.100,0.7592914,0.2439092,0.7251332,1.007323
2009-10-14,-0.016,6.410,44.230,-79.360,0.8101134,0.2457234,0.6747229,1.044695
2009-10-15,0.528,-21.120,123.940,-74.930,0.8480321,0.2613413,0.7103420,1.129022
2009-10-16,0.389,7.190,217.180,-66.540,0.9660120,0.2020841,0.7618244,1.258153
2009-10-17,0.027,64.150,232.020,-9.460,1.088706,0.4447817E-01,0.7985801,1.365364
2009-10-18,-0.104,135.520,157.240,-8.490,1.093801,0.8926864E-02,0.8040469,1.313560
2009-10-19,-0.300,149.880,132.300,-35.080,1.115520,0.1039912,0.8083386,1.290904
2009-10-20,-0.661,70.890,156.180,-22.320,1.081824,0.1997023,0.7900456,1.254357
2009-10-21,-0.589,0.340,142.060,45.150,1.068055,0.2850136,0.8349890,1.255665
2009-10-22,-0.446,-18.020,164.840,48.610,1.152860,0.3720007,0.9240247,1.286265
2009-10-23,-0.874,-8.870,132.890,86.370,1.261231,0.4866050,0.9806217,1.283873
2009-10-24,-1.140,-11.310,62.530,57.890,1.383941,0.6254689,1.019878,1.351817
2009-10-25,-0.449,-44.590,65.800,69.490,1.519207,0.7062045,1.055864,1.525524
2009-10-26,0.755,-45.840,-26.880,146.540,1.576103,0.6478541,1.099371,1.573444
2009-10-27,0.822,-69.550,-197.250,62.000,1.578301,0.6563205,1.158961,1.516631
2009-10-28,-0.450,-135.740,-176.200,-37.730,1.590053,0.6963225,1.210439,1.535790
2009-10-29,-0.942,-107.900,-86.220,4.810,1.548811,0.7585641,1.228172,1.537610
2009-10-30,-0.070,-15.800,-23.850,46.200,1.558764,0.9119741,1.249010,1.534781
2009-10-31,0.961,99.470,12.930,55.810,1.614494,0.6927610,1.304100,1.593638
2009-11-01,0.829,201.540,33.650,51.530,1.723394,0.5427850,1.363542,1.609204
2009-11-02,-0.233,229.390,-31.810,43.550,1.754087,0.4399685,1.398734,1.619516
2009-11-03,-1.023,190.300,-20.250,13.730,1.815780,0.3684400,1.420740,1.651586
2009-11-04,-1.023,104.640,81.370,24.770,1.850125,0.2753063,1.428783,1.656924
2009-11-05,-1.316,82.610,155.110,211.240,1.852787,0.2352604,1.438559,1.628954
2009-11-06,-2.112,86.300,48.970,266.330,1.847715,0.3500391,1.398421,1.574094
2009-11-07,-3.138,-10.340,-93.900,224.040,1.747993,0.4146325,1.299142,1.470659
2009-11-08,-3.888,-12.760,-138.120,170.070,1.593204,0.4936746,1.183107,1.425905
2009-11-09,-3.769,41.740,-162.100,102.200,1.466035,0.4931219,1.097364,1.366173
2009-11-10,-3.624,34.760,-173.510,33.810,1.490008,0.4525371,1.023858,1.373820
2009-11-11,-3.630,19.890,-204.060,-9.260,1.538130,0.3506265,1.000017,1.373799
2009-11-12,-3.848,-31.030,-248.680,55.710,1.596316,0.3004446,1.003590,1.416780
2009-11-13,-3.759,-69.500,-246.410,99.950,1.634587,0.3422548,1.033909,1.424946
2009-11-14,-3.887,-55.040,-115.830,200.670,1.717822,0.2645354,1.133831,1.418419
2009-11-15,-3.509,-4.310,-5.710,308.650,1.774902,0.2376050,1.186269,1.464419
2009-11-16,-3.250,42.360,17.700,284.010,1.791232,0.1971768,1.198631,1.500165
2009-11-17,-3.409,79.000,-3.420,240.280,1.758570,0.2310866,1.200624,1.528008
2009-11-18,-3.502,120.840,-11.930,253.760,1.711400,0.2136702,1.174528,1.601322
2009-11-19,-2.366,135.550,-17.420,170.340,1.673109,0.1940751,1.163123,1.594719
2009-11-20,-0.927,112.360,-23.070,149.840,1.657148,0.1998381,1.119728,1.638340
2009-11-21,-0.389,112.630,-5.620,197.370,1.670415,0.1939598,1.101728,1.693490
2009-11-22,-0.072,106.090,16.310,164.410,1.619900,0.1201464,1.091430,1.560211
2009-11-23,0.437,67.900,102.230,101.550,1.598644,0.6479494E-02,1.155619,1.466216
2009-11-24,0.541,58.730,202.200,12.700,1.658712,-0.2018951,1.260195,1.457832
2009-11-25,0.380,69.020,246.940,20.190,1.730227,-0.1914105,1.300606,1.496706
2009-11-26,-0.296,38.280,256.550,53.140,1.655329,-0.1504280,1.257215,1.446908
2009-11-27,-1.259,19.580,207.780,69.790,1.683001,-0.1258443,1.343206,1.417622
2009-11-28,-1.369,-39.180,170.800,74.990,1.769493,0.3901916E-01,1.468059,1.423542
2009-11-29,-1.102,-83.730,97.580,32.500,1.781734,0.3354746,1.504139,1.425131
2009-11-30,-0.955,-20.280,111.140,-6.550,1.732422,0.4599741,1.475966,1.419713
2009-12-01,-0.782,23.980,176.270,-50.670,1.737099,0.5266114,1.409339,1.460863
2009-12-02,-0.076,-31.760,180.580,-80.130,1.685260,0.4525813,1.366661,1.423374
2009-12-03,0.440,-39.370,116.960,-114.630,1.596268,0.4403376,1.347264,1.313283
2009-12-04,0.548,21.760,77.930,-219.830,1.575793,0.4081395,1.297994,1.232413
2009-12-05,0.265,54.950,132.250,-318.740,1.760199,0.5178220,1.403621,1.260808
2009-12-06,-0.228,53.900,89.780,-380.610,1.832807,0.6010096,1.514896,1.227284
2009-12-07,0.028,36.330,-32.260,-384.260,1.858570,0.6446952,1.529290,1.282088
2009-12-08,0.058,11.820,-140.530,-378.700,1.864296,0.7031376,1.493672,1.397047
2009-12-09,0.487,-36.230,-127.330,-363.320,1.860972,0.8083158,1.457848,1.455087
2009-12-10,0.861,-146.910,-120.750,-303.390,1.721853,0.7788253,1.394440,1.425376
2009-12-11,0.884,-185.800,-148.960,-202.770,1.657443,0.6659456,1.379667,1.367367
2009-12-12,0.746,-195.210,-209.930,-163.730,1.617714,0.5341922,1.353802,1.323000
2009-12-13,0.723,-252.880,-196.490,-135.650,1.539042,0.5745603,1.299422,1.294704
2009-12-14,0.758,-281.820,-112.370,-101.480,1.558348,0.5868418,1.335688,1.284797
2009-12-15,0.632,-270.990,-5.730,-31.930,1.643747,0.6084883,1.330807,1.332375
2009-12-16,1.051,-300.640,140.460,37.530,1.596305,0.6526240,1.329681,1.334393
2009-12-17,1.792,-380.540,187.000,26.870,1.587406,0.6571318,1.389012,1.324141
2009-12-18,2.176,-439.260,144.650,6.410,1.735977,0.7164931,1.497349,1.370356
2009-12-19,2.161,-409.250,133.050,-20.430,2.044739,0.7136198,1.655440,1.440636
2009-12-20,1.663,-375.710,170.540,-81.450,2.142204,0.7353187,1.708106,1.465543
2009-12-21,1.026,-382.460,170.420,-98.000,2.121957,0.7311835,1.683951,1.512329
2009-12-22,0.711,-335.570,112.200,-137.620,2.052773,0.7387467,1.643560,1.483508
2009-12-23,0.784,-259.110,187.000,-161.480,1.958177,0.7313557,1.595155,1.467160
2009-12-24,0.551,-222.560,210.810,-182.190,1.922634,0.6529933,1.573038,1.477608
2009-12-25,0.672,-222.850,237.490,-167.760,1.902931,0.5745489,1.562249,1.494172
2009-12-26,0.814,-213.470,251.050,-145.010,1.844954,0.5562927,1.530571,1.444793
2009-12-27,0.568,-148.720,265.600,-188.650,1.855180,0.6005567,1.551969,1.426923
2009-12-28,0.320,-149.710,279.520,-204.750,1.959548,0.6616908,1.563191,1.425720
2009-12-29,0.038,-214.210,126.510,-128.140,2.006230,0.6120936,1.594082,1.404835
2009-12-30,-0.550,-277.040,-45.840,-91.150,1.935552,0.5211244,1.544525,1.383483
2009-12-31,-1.063,-331.390,-40.310,-75.250,1.875720,0.4750949,1.458661,1.367825
2010-01-01,-1.391,-419.610,34.400,-9.520,1.771702,0.4917224,1.330234,1.327270
2010-01-02,-1.646,-526.120,152.690,6.340,1.766033,0.3525240,1.286782,1.342150
2010-01-03,-1.722,-540.360,240.780,-31.190,1.768391,0.2223017,1.296161,1.329476
2010-01-04,-1.791,-475.030,302.630,-95.760,1.781586,0.1626307,1.267017,1.356727
2010-01-05,-1.711,-397.720,354.320,-165.790,1.817370,0.9724747E-01,1.225382,1.428529
2010-01-06,-1.585,-355.530,365.290,-179.150,1.874847,0.1489741,1.219563,1.479578
2010-01-07,-1.621,-328.360,309.860,-150.030,1.830438,0.1328406,1.222241,1.438456
2010-01-08,-1.495,-272.280,316.650,-93.360,1.763342,0.4147078E-01,1.193743,1.404082
2010-01-09,-1.646,-277.150,383.570,-43.860,1.754662,0.9929586E-01,1.195814,1.377313
2010-01-10,-1.529,-318.490,425.580,-27.190,1.740892,0.1227080,1.194718,1.363760
2010-01-11,-0.918,-289.510,413.460,26.980,1.701888,0.2160821,1.153402,1.414888
2010-01-12,-0.684,-217.590,334.860,55.960,1.699316,0.3035081,1.187925,1.433176
2010-01-13,-0.345,-159.100,159.000,46.890,1.741969,0.2505541,1.232212,1.454559
